rul_hours,deg_score,total_life_h,temp_mean,temp_std,temp_trend,temp_cur,vib_z_mean,vib_z_std,vib_z_rms_w,vib_z_kurt,vib_z_crest,vib_z_cur,vib_x_mean,vib_x_std,vib_x_rms_w,vib_x_kurt,vib_y_mean,vib_y_std,vib_y_rms_w,vib_y_kurt,vib_xy_ratio,vib_xz_ratio,current_mean,current_std,vib_total,health_score,acc_p2p,acc_z2p,acc_crest,acc_rms,spec_peak_freq,spec_centroid,spec_bandwidth,spec_entropy,spec_flatness,spec_total_energy,spec_band_low_ratio,spec_band_mid_ratio,spec_band_high_ratio,env_kurtosis,env_rms,env_crest,bearing_bpfo_snr,bearing_bpfi_snr,bearing_bsf_snr,bearing_fault_severity,spectral_skewness,spectral_kurtosis,harmonic_ratio,noise_ratio,wavelet_entropy,motor_id
2434.890121389908,0.0024248958242633675,2434.890121389908,21.763329919977622,0.5446090430299338,0.27882702854078545,21.226990694222074,1.3945555059086703,0.3480063854816988,1.433134117293773,4.453967055426045,3.1516684838011657,32.34573227686401,1.1233968898538782,5.217396509418299,1.1224813931998392,4.5934162196332,1.1412708299912326,1.4371682513738038,1.1790892515014135,4.6532477152745155,0.9843385630719832,0.8055591077504881,9.946996791794293,0.5198944954880593,2.1688912695747145,100.0,3.06402717994696,1.4624639082921356,3.200323285812717,1.3357838316619786,145.3501564197123,217.70869897269608,134.00754443522354,4.490084787213457,0.5876584288747739,10929.157176883886,0.40889753270940515,0.3623883873307556,0.2473458202462701,3.329368927962523,1.7806129435777374,2.8560270301040083,0.7950763308224776,0.37677332862412416,0.5320267563280905,0.0,0.6416448022056489,3.1477633193463634,0.21051046507360532,0.32776500197239544,2.924207982452081,SIM_MOTOR_0000
2393.6207972985535,0.02424390992283612,2434.890121389908,22.042156948518407,0.6946986613525242,0.6195238247135695,21.803012607605297,5.881027456575668,1.0876412387189494,6.09137553319867,3.158354221852072,3.3931180788231012,30.20744035488882,4.118530822155577,13.1950419958781,4.011797735236905,3.0102621213899567,4.7217694366877065,8.000789444841118,4.6574588954524945,2.0866964489797963,0.8722431021901949,0.7003080417266673,9.470489368601308,0.543772921630649,8.653975983195984,97.67937229013458,12.80063713821693,6.144471670005061,3.539975828272761,5.540207270087167,170.32118312968845,241.11163190695942,179.54084481438068,4.660743534934246,0.6048024122195276,14551.861127998123,0.3977006192185804,0.379329329243216,0.25646391372603966,3.497723954608867,4.083640898055057,2.3437217414287304,0.8371444723018364,0.32229465571092925,0.37783029480063884,0.0,0.6414637400622074,2.724875041342105,0.16644545224461027,0.3157496108216601,2.9710704923222253,SIM_MOTOR_0000
2352.3514732071994,0.0,2434.890121389908,23.00237756940476,0.5065518944670695,1.3156699123532292,23.763090457544738,2.9340540371930537,0.415263566576938,2.9899406020942196,4.729097740826709,3.077202873961498,-1.8376647347790254,2.4847444796356015,3.9469643830102488,2.348015798506769,3.8284526833328036,2.54176380656266,4.6079372916950865,2.627008755238685,4.183225272934284,0.9775670234356922,0.8468639116019278,9.653253115811022,0.5633315363053857,4.621049447278143,100.0,6.396500699738648,3.0747768342948256,3.296392162140454,2.887014699283773,150.826638544368,227.45205515048454,122.76323628786315,4.250778858334968,0.6477890578066285,10275.836899522468,0.4195818607130146,0.3538293282713389,0.2345984668546202,4.640056920311729,0.24619107454304395,2.159412581536741,0.7313368897435523,0.6041237728030718,0.22353189977597415,0.0,0.5695556780875155,3.1504171614883885,0.2168490824023212,0.28305048954137335,2.829201914129373,SIM_MOTOR_0000
2311.082149115845,0.007799569447987982,2434.890121389908,24.673496773224866,0.9178595839131847,0.8583875784160337,24.213026660424042,3.6374518467075685,0.7684765674137948,3.7402161680730117,3.507771769935042,2.7985342233314245,-14.91460140759167,3.1630028628345057,5.907004244606125,3.0872649663710985,2.7011515065083884,2.285250340390839,1.6444723376815666,2.241064311544018,3.269459543964091,1.3840946899977062,0.8695655627243355,10.64146592314391,0.5325571187661674,5.342545386327885,98.90902212720306,7.292377052621996,3.721517832133381,2.8297904791212147,3.6958325747676546,126.7702156477706,174.0277255420496,169.81900330809955,4.029294652122322,0.6099482946590685,11299.73763808524,0.39587541714586777,0.3390078951605009,0.25475730921478174,3.988875542766439,2.6126267572913546,2.476294486385895,0.599827317616949,0.5027054719553522,0.23232876938986782,0.0,0.4488196699139865,2.9333978692586626,0.24978730122593823,0.3138589578518198,2.9150595683226936,SIM_MOTOR_0000
2269.8128250244904,0.0,2434.890121389908,24.71915272623683,1.236138168726657,-0.2433959576416278,24.525506191431376,3.301577002375848,0.4296562910093751,3.361568242508869,3.82701441376231,2.7876233283511818,-24.32013594570928,2.322792002867279,1.1098642523973596,2.325621327471821,3.194737591976417,2.2767718544950815,1.2846547154005243,2.2384455545413022,3.8329762171502866,1.020212893646382,0.7035401568681374,9.666495336415469,0.5396334909973363,4.6603963467157685,100.0,6.934287914771896,3.435967633303552,3.047116376769638,3.2687056328223094,157.1575393788046,225.51775053950297,141.95177007054394,4.253499072152692,0.6003327217508926,11760.145127483309,0.3756986929518608,0.3207815706444173,0.2801723731385066,3.4771026879851603,0.5979693367288671,2.01743189541313,0.5553815203573237,0.42164743335892374,0.25443505670849675,0.0,0.45905341022845175,2.83101716145808,0.18741685767804014,0.2983989242299201,3.061410256681608,SIM_MOTOR_0000
2228.5435009331363,0.0,2434.890121389908,24.18670485794161,0.8954019298924089,-0.20378254002314478,23.984479852086896,3.276882936925061,0.30820652986514285,2.961845643915146,3.9147860533359493,2.662968005595602,-4.220596257675572,2.6343328251996154,4.631880086650172,2.7467217117414577,3.3540472744596634,2.2545004080530644,0.7300499189566894,2.2841071090019667,2.9997081215775294,1.1684774217034133,0.803914230414251,9.092486101975956,0.5607192733479605,4.640490821618374,96.4571323830615,6.715555480337897,3.3929179656747244,2.6852245496137317,2.762671154977685,149.63342537034728,214.76677236116146,141.26065400119444,4.37185076151276,0.5733503924061212,11639.746358990064,0.41646317438484637,0.35898554805347405,0.259539403912545,3.1480329025015132,0.2785965493186652,2.0234208839667582,0.5992000974421781,0.46725436685288013,0.6775852794946344,0.0,0.3941419013213619,2.6780711992770625,0.15472892057448814,0.3067496878222883,2.983501325179742,SIM_MOTOR_0000
2187.274176841782,0.0,2434.890121389908,24.31158764619054,0.8150007670097162,-0.23835301425041422,23.998126387601946,2.8388884357327737,0.3196704102745662,2.7590928197845628,3.3256651863016433,2.6763281674044817,39.00331298518888,1.9899034508438722,0.03845843291539408,2.020325137324154,2.4955262258460738,1.7052077892794149,1.1426541286471124,1.7055952763363977,3.1957308861050016,1.1669565798299615,0.7009445757347255,9.972306545462963,0.5094696239803818,3.82143455986775,99.96433991002809,6.2177366254301685,2.9317281430866764,2.725454936915614,2.6930723267482883,113.9303250763882,161.18786689838976,152.70991134554384,4.45646786894364,0.6063925212828449,10275.397785901776,0.42511030594100924,0.3505626042735456,0.2773264213518103,3.0965786865097047,0.36217950858230386,2.1049243114933103,0.7529273073077989,0.4597994100433942,0.21864312223294935,0.0,0.5347905941942493,3.1208278556994875,0.21389508939567867,0.3009639414961756,2.8955412813763157,SIM_MOTOR_0000
2146.0048527504273,2.309480246103987e-05,2434.890121389908,23.70999882944078,0.7832508550809035,0.2803842633576501,23.597077635845032,2.7355953059111293,0.3376978655395145,2.6756238765042126,4.872408570219548,3.3080732972510756,-29.951775070400853,2.03972912823814,3.261526109024076,2.064563284981015,4.504354718231482,2.462005482142375,1.648739544372447,2.3532342407621667,4.997870716011692,0.8284827723595223,0.7456253207793664,9.536004582264678,0.5099945843288094,4.118142309112996,96.38282225193653,5.917279372852424,2.7698615363144223,3.519270990781516,2.66900331985928,118.190950769899,172.4372745545715,157.68139984959913,4.309453299973875,0.6048467269732133,10352.331653712437,0.389187999833765,0.3395276406839448,0.19046449567598903,3.129791942541209,0.6453812156920165,2.8518365237104053,0.6794673136841294,0.44279727042456163,0.24296713476129672,0.0,0.36372347372157965,3.0312226460755536,0.2048194823268097,0.3211794045086405,3.007587956153694,SIM_MOTOR_0000
2104.735528659073,0.0,2434.890121389908,24.87235617290584,0.604425768377593,0.12722273570750176,24.19805219952917,2.723460760114473,0.6846475575800952,2.7816502241530987,3.1913087319957025,2.8417417134053853,-26.333264700162285,2.090184468707773,7.816388825818261,2.206544692919309,2.6717006056383337,1.9138672505819998,2.1269506322601193,1.9200953887308962,2.985740733149548,1.0921261477148059,0.7674736858894359,10.459622338966296,0.502415995472493,4.03648160570651,100.0,5.748418693305509,2.798974960743235,3.0449113055635246,2.70893511769947,132.146351854558,200.86658305862815,136.3024469194865,4.459719687892264,0.5931079338336583,11535.5634593797,0.39011122240685026,0.3441933550708057,0.27620917634005254,3.2890623235990937,1.0777883348966453,2.0704096384671797,0.5469456425078542,0.32946330603136814,0.43658495956949905,0.0,0.4822821769574271,3.1033704559297615,0.23501788430313975,0.291533586855664,2.9469481786789196,SIM_MOTOR_0000
2063.4662045677187,0.020577759078336432,2434.890121389908,23.964444300855785,0.7341954216267013,-0.06406749628115094,24.3301400005613,6.351212383206432,0.7989773861372633,6.578279884428277,3.0900285853659817,4.0000113715963135,-21.782312634112273,4.4754497706452,2.333786573086441,4.3582842539752535,2.952237928861699,5.365540482724893,6.422960953333851,5.460626471578391,3.0878206224973326,0.8341097759341163,0.7046607009670007,10.29609533580641,0.5444120924147434,9.596189313390237,99.52507062479049,12.709182621160076,6.610456364012439,4.362017979788242,6.285352481933127,131.93145376037458,184.8356490371296,137.5645759462875,4.308609034684343,0.5933124648479683,14826.96454914334,0.3923700755792998,0.34021016967060413,0.24400121650743875,3.7657003660700106,4.692517003365242,2.699384623442502,0.705048771822536,0.6224475901354612,0.2349189461948779,0.0,0.5660984904617601,3.3339482121064115,0.2648287655716714,0.2846485212087172,2.8729388287916633,SIM_MOTOR_0000
